,Value,Name
16,"She led a successful effort there to secure a $2.6 million grant from the W.K. Kellogg Foundation to develop a new law school initiative, the Center for Child and Family Justice, which prepares and mobilizes law students and graduates to pursue justice, equity, and health for New Mexico’s most vulnerable families.",Yael Zakai Cannon
16,"While in New Mexico, Professor Cannon co-chaired the state legislature’s John Paul Taylor Early Childhood Taskforce and served by appointment on the New Mexico Supreme Court’s Children’s Court Rules Committee.  ",Yael Zakai Cannon
16,"Professor Cannon began her law teaching career at the American University Washington College of Law, where she served as a Practitioner-in-Residence and Acting Director of the Disability Rights Law Clinic and taught doctrinal courses.  ",Yael Zakai Cannon
16,"Prior to teaching, Professor Cannon was an attorney at the Children’s Law Center’s medical-legal partnership providing legal services at Washington, D.C. pediatric clinics and engaging in policy advocacy on behalf of low-income children and families.  ",Yael Zakai Cannon
16,"She is a co-author of the textbook Special Education Advocacy, the treatise AIDS and the Law, and articles in law journals and other periodicals, including a study conducted with the New Mexico Sentencing Commission of trauma among youth in the state’s juvenile justice system.  ",Yael Zakai Cannon
16,Her research focuses on the ways in which the law can address social determinants of health to ensure better outcomes for children and families living in poverty.  ,Yael Zakai Cannon
16,Professor Cannon graduated with distinction from Stanford Law School and summa cum laude from the University of Maryland with B.A. degrees in History and African American Studies.,Yael Zakai Cannon
17,Professor Carroll teaches courses on legal analysis and communication as well as technology and the press.,Erin Carroll
17,Her scholarship focuses on the dramatic changes to the press in the past several decades and how law should respond to them.,Erin Carroll
17,It is informed by her work as a journalist before becoming a lawyer.,Erin Carroll
17,"She has written about transparency laws and newsgathering, privacy and the meaning of newsworthiness, and the First Amendment and methods of protecting watchdog journalism.  ",Erin Carroll
17,"Before coming to Georgetown, Professor Carroll was a litigator at Pillsbury Winthrop Shaw Pittman in California.",Erin Carroll
17,"She was also an adjunct professor at University of the Pacific, McGeorge School of Law.",Erin Carroll
18,"Sheryll Cashin is an author and the Carmack Waterhouse Professor of Law, Civil Rights and Social Justice at Georgetown University.",Sheryll D. Cashin
18,"Currently she teaches Constitutional Law, Race and American Law, and a writing seminar about American segregation, education and opportunity.  ",Sheryll D. Cashin
18,"Her new book — White Space, Black ‘Hood: Opportunity Hoarding and Segregation in the Age of Inequality (forthcoming, Beacon 2021) — is about the role of residential segregation in producing racial inequality.",Sheryll D. Cashin
18,"Her book, Loving: Interracial Intimacy in America and the Threat to White Supremacy (Beacon, 2017), explores the history and future of interracial intimacy, how white supremacy was constructed and how “culturally dexterous” allies undermine it.",Sheryll D. Cashin
18,"Her book, Place Not Race (Beacon, 2014), recommended radical reforms of selective college admissions in order to promote robust diversity; it was nominated for an NAACP Image Award for Outstanding Non-Fiction in 2015.",Sheryll D. Cashin
18,"Her book, The Failures of Integration (PublicAffairs, 2004) explored the persistence and consequences of race and class segregation.",Sheryll D. Cashin
18,It was an Editors’ Choice in the New York Times Book Review.,Sheryll D. Cashin
18,"Cashin is also a three-time nominee for the Hurston/Wright Legacy Award for non-fiction (2005, 2009, and 2018).",Sheryll D. Cashin
18,"She has published widely in academic journals and written commentaries for Politico Magazine, the New York Times, Los Angeles Times, Washington Post, Salon, The Root, and other media.  ",Sheryll D. Cashin
18,Professor Cashin serves as board member of the Poverty and Race Research Action Council.,Sheryll D. Cashin
18,"She is former Vice Chair of the board of Building One America, a network of local, multiracial coalitions that promote social inclusion, racial justice and sustainable economic opportunity, especially in distressed places.",Sheryll D. Cashin
18,"She served for a decade on the trustee boards of Vanderbilt University, The Duke Ellington School of the Arts, and the National Portrait Gallery.",Sheryll D. Cashin
18,"She worked in the Clinton White House as an advisor on urban and economic policy, particularly concerning community development in inner-city neighborhoods.  ",Sheryll D. Cashin
18,Cashin is frequently asked to speak to academic and policy audiences as well as at book events for people who engage with her as an author.,Sheryll D. Cashin
18,She has delivered keynote or endowed lectures at twenty universities.,Sheryll D. Cashin
18,"For her two decades of writing and advocacy for residential and school integration, the Fair Housing Justice Center honored her with the 2017 Acting for Justice Award for Outstanding Contributions to Civil Rights.  ",Sheryll D. Cashin
18,Professor Cashin was law clerk to U.S. Supreme Court Justice Thurgood Marshall and Judge Abner Mikva of the U.S. Court of Appeals for the District of Columbia Circuit.,Sheryll D. Cashin
18,She graduated summa cum laude from Vanderbilt University with a bachelor’s degree in electrical engineering.,Sheryll D. Cashin
18,"As a Marshall Scholar, she received a masters in English Law with honors from Oxford University and received a J.D. with honors from Harvard Law School, where she was a member of the Harvard Law Review.",Sheryll D. Cashin
18,"Cashin was born and raised in Huntsville, Alabama, where her parents were political activists.",Sheryll D. Cashin
18,She lives in Washington with her husband and twin boys.  ,Sheryll D. Cashin
19,"Professor Michael J. Cedrone’s teaching and scholarship are rooted in the belief that professional identity is formed when law students must reason, act, and reflect as lawyers do.",Michael J. Cedrone
19,"In his first year Legal Practice course, students learn to research, analyze, and advocate orally and in writing through rich simulations involving complex facts and law.",Michael J. Cedrone
19,"In his innovative Week One class, students represent clients dealing with a possible Foreign Corrupt Practices",Michael J. Cedrone
19,Act violation that comes to light during an international corporate acquisition.,Michael J. Cedrone
19,"Students gather facts through interviewing a witness, report to the General Counsel of their corporate client (a role played by many of Georgetown’s most prominent alums), and renegotiate terms of the deal to account for the risks of an FCPA prosecution.",Michael J. Cedrone
19,"Finally, he teaches the Intro to United States Legal Systems course in Georgetown’s LLM program.",Michael J. Cedrone
19,"Cedrone has explored the formation of young lawyers’ professional identity in his law review article, The Developmental Path of the Lawyer, and he has frequently presented on these topics for the Legal Writing Institute and the Association of Legal Writing Directors.",Michael J. Cedrone
